timestamp,tweet_text,username,all_hashtags,retweet_count,favourites_count
12/3/2019 9:09,The #BallondOr2019 voting results are out! 💪⚽💯  Let us take a look at who India voted for! 🏆✨  #BallondOr #Messi #CR7 #vanDijk #Mane #Salah https://t.co/7EBYQJ8LPc,FOXSportsAsia,"[u'BallondOr2019', u'BallondOr', u'Messi', u'CR7', u'vanDijk', u'Mane', u'Salah']",7677,9876
12/3/2019 9:06,"Classy words from Virgil van Dijk on Lionel Messi:👏  ""We need to respect greatness. I was close but there was just someone a little bit better.""  #BallonDor #BallonDor2019 #Messi #VanDijk #LFC #Barca https://t.co/yBI4z91GvO",bwin,"[u'BallonDor', u'BallonDor2019', u'Messi', u'VanDijk', u'LFC', u'Barca']",7688,7688
12/3/2019 9:05,"Did #VanDijk really mean it like we are seeing it??  I personally think he meant that there were no rivals, and that they were all winners last night. He even mentioned that earlier b4 last night.  #Liverpool  #BallonDor2019",StanleyDominic8,"[u'VanDijk', u'Liverpool', u'BallonDor2019']",625,
12/3/2019 9:04,"Does any football fan over here have such a situation where they absolutely hate a player in their club level and love him when he plays for his country? (Or the the other way round?. I have it in case of #VanDijk . Love him in Holland colors, hate him in his club color #GGMU",galagangster,"[u'VanDijk', u'GGMU']",250,
12/3/2019 9:03,Sarcasm at its pole #VanDijk #kingmessi#ballondor https://t.co/Go6qVAs7oP,harshit_yadav19,[u'VanDijk'],18,
12/3/2019 9:01,#ICYMI: Lionel Messi beat Virgil van Dijk to the Ballon d'Or to win football's most prestigious individual prize for a record sixth time on Tuesday. Is Messi undeserving of sixth Ballon d'Or title?  #Messi #Ronaldo #VanDijk #BallondOr #Barcelona #Juventus #Liverpool #Koretbet https://t.co/vJLBhJjlUt,koretbet,"[u'ICYMI', u'Messi', u'Ronaldo', u'VanDijk', u'BallondOr', u'Barcelona', u'Juventus', u'Liverpool', u'Koretbet']",27,
12/3/2019 8:57,Who is the best footballer in the world? #BallonDor #messi #vandijk #ronaldo #FIFA,glippy26,"[u'BallonDor', u'messi', u'vandijk', u'ronaldo', u'FIFA']",583,
12/3/2019 8:56,I seriously have lost all respect for @VirgilvDijk  after his recent comment in balon dor ceremony about Cristiano .   Fuckin 1 year of success and these mediocre players think they have the audacity to comment on LEGENDS.   #BallonDor  #VanDijk #CristianoRonaldo,soberlysavage,"[u'BallonDor', u'VanDijk', u'CristianoRonaldo']",135,
12/3/2019 8:55,Unpopular opinion: Messi has deserved the Ballon d'Or #BallonDor #BallonDor #VanDijk,kanspurs,"[u'BallonDor', u'BallonDor', u'VanDijk']",983,
12/3/2019 8:54,who is your favorite football player? #BallondOr #Messi  #CR7 #soccer #Kerala #Neymar  #BallonDor2019 #VanDijk #FootballFamily #MessiBallonDor2019,ANIRUDH01132316,"[u'BallondOr', u'Messi', u'CR7', u'soccer', u'Kerala', u'Neymar', u'BallonDor2019', u'VanDijk', u'FootballFamily', u'MessiBallonDor2019']",1,
12/3/2019 8:46,#VanDijk’s second place finish in the #BalonDor is the best by a defender since Fabio #Cannavaro won it in 2006.,barafundler,"[u'VanDijk', u'BalonDor', u'Cannavaro']",5505,7881
12/3/2019 8:40,"Now that the #BallondOr2019 results are out, let's see who the various ASEAN countries have voted for! 💪⚽💯  Take a look. 🏆  #BallondOr #Messi #CR7 #vanDijk #Mane #Salah https://t.co/KF0pMJoMau",FOXSportsAsia,"[u'BallondOr2019', u'BallondOr', u'Messi', u'CR7', u'vanDijk', u'Mane', u'Salah']",6761,8798
12/3/2019 8:38,ICYMI: ⚽️🏆 The 2019 Ballon d’Or went to #LionelMessi for the sixth time last night. What is your take on this? Do you think it was well deserved?  #ScooperNigeria #Messi #Ronaldo #Ballon #GOAT  #Drogba #Vandijk #Cristiano #TuesdayThoughts  Read All Trending News on Scooper https://t.co/WLF3IDFSOe,scoopernigeria,"[u'LionelMessi', u'ScooperNigeria', u'Messi', u'Ronaldo', u'Ballon', u'GOAT', u'Drogba', u'Vandijk', u'Cristiano', u'TuesdayThoughts']",1747,1524
12/3/2019 8:38,"Common sense prevails: as good a player as #VanDijk undoubtedly is, fans across the globe love players who light up games &amp; improve those around them with unimaginable skill, flair (and the odd goal or two! 😉)... 👏 #AllHailLeoMessi #BallonDor2019 https://t.co/tph6DuGhtJ",thejakewhiteley,"[u'VanDijk', u'AllHailLeoMessi', u'BallonDor2019']",1351,
12/3/2019 8:31,"Seriously some Barca / Messi fans are so deluded, ( and I am a Messi fan) , we beat them pants down,  they keep winning a 2horse league,  bottled the trophies still harp on an on . #VANDIJK IS currently THE best defender yet agendas overshadow everything #BallonDor https://t.co/sxSptKlTue",MeraliAyaz,"[u'VANDIJK', u'BallonDor']",4396,5617
12/3/2019 8:30,Lionel Messi has yet again has cemented his name in the history of football after becoming the first player to win Ballon d'Or for the sixth time. #Messi #VanDijk #BallonDor   https://t.co/ML4VhurSWR,7Dnews,"[u'Messi', u'VanDijk', u'BallonDor']",15464,14390
12/3/2019 8:27,CONGRATULATIONS TO ALL WINNERS YESTERDAY . TODAY'S FIXED MATCHES ARE NOW AVAILABLE. YOU CAN  CONTACT ME DIRECTLY ON 📞+2349020188427. #BallonDor #Messi #PrinceAndew #leomessi #AneleHoyana #Ronaldo #Mane #Salah #VanDijk #Shiloh2019 #TuesdayMorning #ChristJesus #Drogba #Piers https://t.co/ee8fQZst4V,MRBESTFIXED1,"[u'BallonDor', u'Messi', u'PrinceAndew', u'leomessi', u'AneleHoyana', u'Ronaldo', u'Mane', u'Salah', u'VanDijk', u'Shiloh2019', u'TuesdayMorning', u'ChristJesus', u'Drogba', u'Piers']",716,
12/3/2019 8:24,They say #VanDijk is a mercurial defender. Please 😪,LawalKunle14,[u'VanDijk'],791,
12/3/2019 8:22,REVEALED! 😮😮  The details of which country voted for which player for #BallonDor2019 🏆 has been released.  Full list here.  #BallonDor #Messi #Ronaldo #VanDijk #Salah #Mane   https://t.co/X0XVCNJRYw,FOXSportsAsia,"[u'BallonDor2019', u'BallonDor', u'Messi', u'Ronaldo', u'VanDijk', u'Salah', u'Mane']",7416,8716
12/3/2019 8:21,CONGRATULATIONS TO ALL WINNERS YESTERDAY . TODAY'S FIXED MATCHES ARE NOW AVAILABLE. YOU CAN  CONTACT ME DIRECTLY ON 📞+2348159625282. #BallonDor #Messi #PrinceAndew #leomessi #AneleHoyana #Ronaldo #Mane #Salah #VanDijk #Shiloh2019 #TuesdayMorning #ChristJesus #Drogba #Piers https://t.co/lh2vMeqVrF,Dynastyodds,"[u'BallonDor', u'Messi', u'PrinceAndew', u'leomessi', u'AneleHoyana', u'Ronaldo', u'Mane', u'Salah', u'VanDijk', u'Shiloh2019', u'TuesdayMorning', u'ChristJesus', u'Drogba', u'Piers']",1043,
12/3/2019 8:10,@goal @Alissonbecker The GOAT has possessed all 6 ballon dor  keep retweeting and make it a meme! xD  #leomessi #BallonDor2019 #GOAT #LM10 #cr7 #vandijk #football #avengers_endgame #Messi https://t.co/609EGercrb,GaneshPrem10,"[u'leomessi', u'BallonDor2019', u'GOAT', u'LM10', u'cr7', u'vandijk', u'football', u'avengers_endgame', u'Messi']",20,
12/3/2019 8:08,Click and get the song 'without you' https://t.co/upcU2tLZ7J #BallonDor #BalondeOro #GOAT #Panorama #BLACKCOFFEE #Opay #ipone6 #fool #Ronaldo #Piers #Drogba #Virgil #MESSIX #Messi #daura #sneijder #FCBarcelona #keyamo #3rdDecember #VanDijk #ROSE #ARMYSelcaDay #Skol #Perez https://t.co/em1PUMfWDd,yakubumohammed_,"[u'BallonDor', u'BalondeOro', u'GOAT', u'Panorama', u'BLACKCOFFEE', u'Opay', u'ipone6', u'fool', u'Ronaldo', u'Piers', u'Drogba', u'Virgil', u'MESSIX', u'Messi', u'daura', u'sneijder', u'FCBarcelona', u'keyamo', u'3rdDecember', u'VanDijk', u'ROSE', u'ARMYSelcaDay', u'Skol', u'Perez']",6471,8761
12/3/2019 8:03,https://t.co/fsXqokKYTH  New video !! Ballon d’Or Winners from 1980 - 2019 !!! #BallonDor2019 #BallonDor #Messi #VanDijk https://t.co/Suw9Hfe8KD,RankingRoyals,"[u'BallonDor2019', u'BallonDor', u'Messi', u'VanDijk']",117,
12/3/2019 7:54,Liverpool defender Virgil Van Dijk happy to lose Ballon d'Or to a better player👏🏽👏🏽😄*  Read here👇🏽👇🏽👇🏽👇🏽👇🏽  https://t.co/29lcIk23fh  #BallonDor2019 #BallonDor #BalondeOro #Messi #VanDijk #GOAT #piersmorgan #Ballon #MessiBallonDor2019 #Ronaldo,KingDavidObas,"[u'BallonDor2019', u'BallonDor', u'BalondeOro', u'Messi', u'VanDijk', u'GOAT', u'piersmorgan', u'Ballon', u'MessiBallonDor2019', u'Ronaldo']",953,
12/3/2019 7:51,Thank fk that  overrated former #Southampton defender didn’t win the #BallonDor2019 #BallonDor ffs !! Imagine the #lfc #Liverpool fans !!? #Messi #Ronaldo #VanDijk,geesingh7,"[u'Southampton', u'BallonDor2019', u'BallonDor', u'lfc', u'Liverpool', u'Messi', u'Ronaldo', u'VanDijk']",19,
12/3/2019 7:49,"Messi won the Ballon D'or 2019,  Liverpool fans are still in shock,  They want the VAR to overturn the decision in  favor of VVD!  #Liverpool #BallonDor2019 #MessiBallonDor2019 #VanDijk  #UEFA #VanDijk #VAR #livarpool",Sandeep_9320,"[u'Liverpool', u'BallonDor2019', u'MessiBallonDor2019', u'VanDijk', u'UEFA', u'VanDijk', u'VAR', u'livarpool']",26,
12/3/2019 7:49,@goal The GOAT has possessed all 6 ballon dor  Keep retweeting this and make it a meme  #leomessi #BallonDor2019 #GOAT #LM10 #cr7 #vandijk #football #avengers_endgame #Messi https://t.co/fCDtz2BTTq,GaneshPrem10,"[u'leomessi', u'BallonDor2019', u'GOAT', u'LM10', u'cr7', u'vandijk', u'football', u'avengers_endgame', u'Messi']",20,
12/3/2019 7:48,There's a a little truth in just kidding.  #VanDijk #Piers,loshantii,"[u'VanDijk', u'Piers']",2609,7163
12/3/2019 7:45,GOOD MORNING TO ALL OLD AND NEW SUBSCRIBERS. HERE IS ANOTHER FRESH DAY OF OPPORTUNITY TO CHANGE YOUR LIVES WITH MY FIXED MATCHES. MORE WINNINGS TO BE RECORDED HERE!!!.  #Trump #Piper #Mane #keyamo #GGDC19 #BBCPanorama #MAMAVOTE  #hyderabadpolice #MessiBallonDor2019 #VanDijk,GREENLANDFXMTCH,"[u'Trump', u'Piper', u'Mane', u'keyamo', u'GGDC19', u'BBCPanorama', u'MAMAVOTE', u'hyderabadpolice', u'MessiBallonDor2019', u'VanDijk']",485,
12/3/2019 7:43,"Smoking, Nudity And Thrash Talks: The Problem With Crazy Actress Etinosa Idemudia https://t.co/OjbUP8pYGH #OperaNewsHub #Messi #Ballon #Ronaldo #VanDijk #GOAT iPhone6 #BalondeOro #FIFA #Italy",osahon87,"[u'OperaNewsHub', u'Messi', u'Ballon', u'Ronaldo', u'VanDijk', u'GOAT', u'BalondeOro', u'FIFA', u'Italy']",277,
12/3/2019 7:42,Monitor Everything happening at home while you are away at real time on all your devices with the best CCTV HD cameras  #iPhone6 #Messi #VanDijk https://t.co/fYMUHrKf33,hesikay,"[u'iPhone6', u'Messi', u'VanDijk']",2851,1837
