timestamp,tweet_text,username,all_hashtags,retweet_count,favourites_count
2019-12-02 23:20:38,Ronaldo is just overrated he has never been anywhere near messi level. Today the goat debate ends. Video shows his sister class #BallonDor2019 #MESSIX #messi #Ronaldo #BallonDor #VanDijk #GOAT https://t.co/CLIwoklhiu,DaktariThe,"[u'BallonDor2019', u'MESSIX', u'messi', u'Ronaldo', u'BallonDor', u'VanDijk', u'GOAT']",0
2019-12-02 22:27:29,List of all time Ballon d'Or winners  👇👇🥰🤩💥👇👇🥰🤩💥👇👇🥰🤩💥 https://t.co/otaDe0te1c  . . . . . . . . .  #BallonDor  #BallonDor2019  #GOAT Greatest of all time #Messi #Ronaldo #VanDijk #Mateo #Modric https://t.co/ETCb4poASD,messi__ronaldo,"[u'BallonDor', u'BallonDor2019', u'GOAT', u'Messi', u'Ronaldo', u'VanDijk', u'Mateo', u'Modric']",88
2019-12-02 22:26:24,#Messi vs #Ronaldo All Time Individual Achievements  👇👇🥰🤩💥👇👇🥰🤩💥👇👇🥰🤩💥 https://t.co/FYF6vSk0Ly  . . . . . . . . .  #BallonDor  #BallonDor2019  #GOAT Greatest of all time #Messi #Ronaldo #VanDijk #Mateo #Modric https://t.co/9zenniwEx6,messi__ronaldo,"[u'Messi', u'Ronaldo', u'BallonDor', u'BallonDor2019', u'GOAT', u'Messi', u'Ronaldo', u'VanDijk', u'Mateo', u'Modric']",88
2019-12-02 22:24:21,All Time Trophies won by Lionel #Messi and Cristiano #Ronaldo 👇👇🥰🤩💥👇👇🥰🤩💥 https://t.co/n6zwzxwIqr  . . . . . . . . .  #BallonDor  #BallonDor2019  #GOAT Greatest of all time #Messi #Ronaldo #VanDijk #Mateo #Modric https://t.co/uBS6zkUheh,messi__ronaldo,"[u'Messi', u'Ronaldo', u'BallonDor', u'BallonDor2019', u'GOAT', u'Messi', u'Ronaldo', u'VanDijk', u'Mateo', u'Modric']",88
2019-12-02 22:21:37,Lionel Messi vs Cristiano Ronaldo stats when they faced each other 👇👇🥰🤩💥👇👇🥰🤩💥 https://t.co/JH0kPPHEj1  #BallonDor #BallonDor2019  #GOAT Greatest of all time #Messi #Ronaldo #VanDijk #Mateo #Modric https://t.co/4Rd815Mp5k,messi__ronaldo,"[u'BallonDor', u'BallonDor2019', u'GOAT', u'Messi', u'Ronaldo', u'VanDijk', u'Mateo', u'Modric']",88
2019-12-02 22:20:05,Lionel Messi vs Cristiano Ronaldo #AllTimeStats 👇👇🥰🤩💥 https://t.co/JH0kPPHEj1  #BallonDor #BallonDor2019  #GOAT Greatest of all time #Messi #Ronaldo #VanDijk #Mateo #Modric https://t.co/Qq2AZ5gIsm,messi__ronaldo,"[u'AllTimeStats', u'BallonDor', u'BallonDor2019', u'GOAT', u'Messi', u'Ronaldo', u'VanDijk', u'Mateo', u'Modric']",88
2019-12-02 22:09:49,Ballon d'Or results. Best comedy show I ever have seen... 🤣 ... 9. Bernardo Silva 😂 10. Riyad Mahrez 😅😅 ... 13. Eden Hazard 🔝  No way Silva and Mahrez are better than Hazard...  #BallonDor2019 #BallonDor #Hazard #Messi #Ronaldo #VanDijk https://t.co/rG4oymxRH7,13dAnalysis,"[u'BallonDor2019', u'BallonDor', u'Hazard', u'Messi', u'Ronaldo', u'VanDijk']",0
2019-12-02 22:09:21,*Messi can't do it without xavi*  *Messi can't do it without iniesta*  *Messi can't do it without neymar*  F**k y'all.   🤣🤣🤣🤣 Messi just did it with fucking VALVERDE  Goodnight folks #MESSIX #Messi #BallonDor2019 #BalonDor #BallonDor #Ronaldo #VanDijk,DaktariThe,"[u'MESSIX', u'Messi', u'BallonDor2019', u'BalonDor', u'BallonDor', u'Ronaldo', u'VanDijk']",0
2019-12-02 21:59:38,2019 Ballon d'Or Top 10! Do you agree with @francefootball? Comment!   #365Scores #BallondOr #2019BallondOr #Messi #VanDijk #Ronaldo #Mane #Salah https://t.co/4XaqlSgRIQ,365Scores,"[u'365Scores', u'BallondOr', u'2019BallondOr', u'Messi', u'VanDijk', u'Ronaldo', u'Mane', u'Salah']",16077
2019-12-02 21:45:57,6th #BallonDor  for the real goat #Messi *Only player in the history to win Six!! MESSIX #ronaldo #VanDijk https://t.co/B98WL9mzig,SanjaySk3998,"[u'BallonDor', u'Messi', u'ronaldo', u'VanDijk']",158
2019-12-02 21:15:58,The thirty four year was also named the FIFA Women’s player of the year in September in Milan. #MESSI #BallonDor2019 #BallonDor #MeganRapinoe #USWNT #BalondeOro #Ronaldo #FIFAWWC #Modric #Mane #Mahrez #Wolves #GOAT #VanDijk #AFCON #Virgil #ARMYSelcaDay https://t.co/vYKp1SEe7F,toshk11,"[u'MESSI', u'BallonDor2019', u'BallonDor', u'MeganRapinoe', u'USWNT', u'BalondeOro', u'Ronaldo', u'FIFAWWC', u'Modric', u'Mane', u'Mahrez', u'Wolves', u'GOAT', u'VanDijk', u'AFCON', u'Virgil', u'ARMYSelcaDay']",179
2019-12-02 21:00:56,"#BallonDor, la classifica finale (top 10)  1° #Messi(Barcellona)  2° #VanDijk (Liverpool) 3° #Ronaldo (Juventus) 4° #Mané (Liverpool) 5° #Salah (Liverpool) 6° #Mbappé (Psg) 7° #Alisson (Liverpool) 8° #Lewandowski (Bayern) 9° #BernardoSilva (Manch. City) 10° #Mahrez (Manch. City)",TuttoIlMercato,"[u'BallonDor', u'Messi', u'VanDijk', u'Ronaldo', u'Man\xe9', u'Salah', u'Mbapp\xe9', u'Alisson', u'Lewandowski', u'BernardoSilva', u'Mahrez']",67
2019-12-02 20:57:55,Incase you missed it: All the major action and awards from tonight’s Ballon D’or ceremony. 👇🏻 https://t.co/NMTL9dR4Iy #tannatalkssoccer #ttsszn #tts #BallonDor2019 #MESSI #BallonDor #vandijk #ronaldo,_tanna__,"[u'tannatalkssoccer', u'ttsszn', u'tts', u'BallonDor2019', u'MESSI', u'BallonDor', u'vandijk', u'ronaldo']",492
2019-12-02 20:56:19,The Netherlands has the best central defense of the world.  #VanDijk #DeLigt #BallonDor #BallonDor2019 #MESSI #Ronaldo,Giveyouropinio2,"[u'VanDijk', u'DeLigt', u'BallonDor', u'BallonDor2019', u'MESSI', u'Ronaldo']",14
2019-12-02 20:52:10,"#Ronaldo was meant to win #BallonDor last year, he was denied and the award was given to Modric. Today they have denied #VanDijk &amp; given the  #BallonDor2019 to #MESSI",BelovedDauta,"[u'Ronaldo', u'BallonDor', u'VanDijk', u'BallonDor2019', u'MESSI']",593
2019-12-02 20:46:57,10. Riyad Mahrez 5. Mohamed Salah 3. ??? 2. ??? 1. Lionel Messi  🙌🙌🙌  Here's how the Ballon d'Or Top Ten shaped up.   #Messi #BallondOr #BallondOr2019 #Ronaldo #VanDijk   https://t.co/d9rXkp1JrA,FOXSportsAsia,"[u'Messi', u'BallondOr', u'BallondOr2019', u'Ronaldo', u'VanDijk']",58108
2019-12-02 20:43:41,"When the unpredictable Ballon d'Or vote finally ends in the most predictable fashion 🙄  It Messi again, for the sixth time... I dunno what to say 🤷🏻‍♂️  #BallonDor2019 #BallondOr #Messi #Ronaldo #vanDijk",diaryofnevs,"[u'BallonDor2019', u'BallondOr', u'Messi', u'Ronaldo', u'vanDijk']",4
2019-12-02 20:42:59,"#Messi has won his 6th #BallonDor.  He beats #Ronaldo, #VanDijk and #Mane to the prestigious award   Lionel Messi has made history being the player with the most Ballon d'Or.  All all King Messi!!!  #Messi #BallonDor #GetSporty #BetSporty https://t.co/E64zj9cm4W",sportybetng,"[u'Messi', u'BallonDor', u'Ronaldo', u'VanDijk', u'Mane', u'Messi', u'BallonDor', u'GetSporty', u'BetSporty']",6716
2019-12-02 20:41:19,He got it! #Messi beats #Ronaldo &amp; #VanDijk to win his unprecedented 6TH Ballon d'Or #BallonDor #BallonDor2019 https://t.co/BHQFHolI0p,mdajijul520,"[u'Messi', u'Ronaldo', u'VanDijk', u'BallonDor', u'BallonDor2019']",170
2019-12-02 20:38:01,#Ronaldo and #VanDijk have been very very good this year! The #BallonDor is for the best player in the world. In 2009 #LionelMessi won his first #BallonDor. The rest is history! Today #Messi gets his sixth. Salute the best. #BallonDor2019 🐐🐐 https://t.co/TSDbWTKFH2,DrKevinDzobo,"[u'Ronaldo', u'VanDijk', u'BallonDor', u'LionelMessi', u'BallonDor', u'Messi', u'BallonDor2019']",326
2019-12-02 20:33:45,He got it! #Messi beats #Ronaldo &amp; #VanDijk to win his unprecedented 6TH Ballon d'Or #BallonDor #BallonDor2019 https://t.co/UufHjIDC1D,allfootballapp,"[u'Messi', u'Ronaldo', u'VanDijk', u'BallonDor', u'BallonDor2019']",40595
2019-12-02 20:33:41,There is levels to this shit. #VanDijk u aren't on #Ronaldo level. Put same respect on that dude yo....... Am a #Messi fanatic but you gotta respect talent. #BallonDor https://t.co/uRLBYKvA25,Don_Ragman,"[u'VanDijk', u'Ronaldo', u'Messi', u'BallonDor']",528
2019-12-02 20:28:26,Who should win the #BallonDor ?  #Ronaldo #MESSI #VanDijk #BallonDor2019,Giveyouropinio2,"[u'BallonDor', u'Ronaldo', u'MESSI', u'VanDijk', u'BallonDor2019']",14
2019-12-02 20:27:35,Who will win #BallonDor2019 ??  #BallonDor #BalondeOro #Mane #messi #Ronaldo #VanDijk #Juventus #FCBarcelona #Liverpoolfc,NotoriousNistul,"[u'BallonDor2019', u'BallonDor', u'BalondeOro', u'Mane', u'messi', u'Ronaldo', u'VanDijk', u'Juventus', u'FCBarcelona', u'Liverpoolfc']",471
2019-12-02 20:18:25,Imagine you have to go to a show for hours and don't understand a f*king word because they all speak French #ballondor2019 #BallonDor #MESSI #Ronaldo #VanDijk,Giveyouropinio2,"[u'ballondor2019', u'BallonDor', u'MESSI', u'Ronaldo', u'VanDijk']",14
2019-12-02 19:33:46,Its all almost time 👇 #BallonDor #mondaythoughts #BallonDor2019 #Moyes #VanDijk #Sonko #Messi #Virgil #Nairobians #Ronaldo #Mane #Wolves #Left #COP25 #CyberMondayAmazon #BalondeOro #ARMYSelcaDay #6UndergroundxEXO #TisoyPH #queendead #MESSIX https://t.co/Nu1Uaf3ath,toshk11,"[u'BallonDor', u'mondaythoughts', u'BallonDor2019', u'Moyes', u'VanDijk', u'Sonko', u'Messi', u'Virgil', u'Nairobians', u'Ronaldo', u'Mane', u'Wolves', u'Left', u'COP25', u'CyberMondayAmazon', u'BalondeOro', u'ARMYSelcaDay', u'6UndergroundxEXO', u'TisoyPH', u'queendead', u'MESSIX']",179
2019-12-02 18:44:09,"#Messi fans &amp; #Ronaldo fans all at war on who deserves the #BallonDor tonight. Well, those fans and include #VanDijk fans or Liverpool fans, they all agree one thing, “Modric ballon win was a mistake.” 😂😂😂",BilaalChando,"[u'Messi', u'Ronaldo', u'BallonDor', u'VanDijk']",166
2019-12-02 18:41:31,RETWEET If you think Messi will win #BallonDor2019  #BallonDor  LIKE If you think Ronaldo or Van Dijk will Win  #Messi #Ronaldo #VanDijk #LionelMessi #CR7 #Liverpool #Barca #Juventus #spain #Portugal #netherland #Argentina  #Laliga #seriea #EPL https://t.co/NBoQS91YWK,iPremRawat,"[u'BallonDor2019', u'BallonDor', u'Messi', u'Ronaldo', u'VanDijk', u'LionelMessi', u'CR7', u'Liverpool', u'Barca', u'Juventus', u'spain', u'Portugal', u'netherland', u'Argentina', u'Laliga', u'seriea', u'EPL']",397
2019-12-02 18:33:56,BALLON D'OR 2019⚡🏆  Seating arrangements speak volumes👀  #BallonDor2019 #BallonDor #VanDijk #Messi #Lewandowski #Ronaldo #Mbappe https://t.co/JFf0l8lMVF,officialcurlers,"[u'BallonDor2019', u'BallonDor', u'VanDijk', u'Messi', u'Lewandowski', u'Ronaldo', u'Mbappe']",758
2019-12-02 18:16:49,Results are in...   #BallonDor #Ronaldo #Messi #VanDijk https://t.co/1d9eArYs8a,DTownse82969760,"[u'BallonDor', u'Ronaldo', u'Messi', u'VanDijk']",13
2019-12-02 18:06:37,Which one will win tonight?👀👑 #Ronaldo #Messi #VanDijk #BallonDor https://t.co/5gSGDY5i4b,FIFA_designer17,"[u'Ronaldo', u'Messi', u'VanDijk', u'BallonDor']",276
2019-12-02 17:58:44,"#Messi, #VanDijk or #Ronaldo for #BallonDor2019 . #BallonDor https://t.co/jC5qGN0lA9",ViralEventsUG,"[u'Messi', u'VanDijk', u'Ronaldo', u'BallonDor2019', u'BallonDor']",384
2019-12-02 17:53:35,Kevin de Bruyne 🤔 Raheem Sterling 😲 Eden Hazard 😩  Antoine Griezmann 😱  No Top 10 for those four as the 19-11 standings for Ballon d'Or 2019 are revealed.   #BallondOr #BallondOr2019 #Messi #Ronaldo #VanDijk #Griezmann   https://t.co/tH9K8fb4jD,FOXSportsAsia,"[u'BallondOr', u'BallondOr2019', u'Messi', u'Ronaldo', u'VanDijk', u'Griezmann']",58108
2019-12-02 17:38:46,10 ten of the 2019 @ #BallonDor.  #BallonDor2019 #BallonDor #MESSI #Ronaldo #VanDijk #Salah #Mane #Ghana #YearOfReturn https://t.co/4ODQiqrd2O,staksottieGH,"[u'BallonDor', u'BallonDor2019', u'BallonDor', u'MESSI', u'Ronaldo', u'VanDijk', u'Salah', u'Mane', u'Ghana', u'YearOfReturn']",11430
2019-12-02 17:30:00,The action is underway! 🏆  Follow LIVE as we bring you all the updates from the 2019 Ballon d'Or gala.   #Messi #VanDijk #Ronaldo #BallonDor2019 #BallonDor   https://t.co/RL24DhTRot,FOXSportsAsia,"[u'Messi', u'VanDijk', u'Ronaldo', u'BallonDor2019', u'BallonDor']",58108
2019-12-02 17:15:02,#BallonDor2019 : What #VanDijk said about #Messi and winning #BallondOr  #hotjist #hotgist #footballgist #Ronaldo #Mane #WorldBEST #GOAT #TheGOAT #Barcelona #Argentina https://t.co/CahJA714Bi,hotjist,"[u'BallonDor2019', u'VanDijk', u'Messi', u'BallondOr', u'hotjist', u'hotgist', u'footballgist', u'Ronaldo', u'Mane', u'WorldBEST', u'GOAT', u'TheGOAT', u'Barcelona', u'Argentina']",8531
2019-12-02 16:47:31,The first ten names are out! 🚨  Some BIG surprises as @francefootball reveal Ballon d'Or 2019 rankings between 30th and 20th position!   #BallonDor2019 #BallonDor #Benzema #Messi #Ronaldo #VanDijk   https://t.co/IE6yYqk1XP,FOXSportsAsia,"[u'BallonDor2019', u'BallonDor', u'Benzema', u'Messi', u'Ronaldo', u'VanDijk']",58108
2019-12-02 16:44:42,The winner of the Ballon d'Or is announced tonight. Who do you think should get the prestigious award? 🏆  #ballondor #messi #ronaldo #vandijk #BOLTfootball https://t.co/uy6WmNMS5y,BOLTLiveSports,"[u'ballondor', u'messi', u'ronaldo', u'vandijk', u'BOLTfootball']",220
2019-12-02 16:32:14,🇩🇪Wer wird Fussballer des Jahres?  🇺🇸 Who will be the world player of the year? #football #soccer #soccerskills #football⚽️ #footballtime #footballseason #ballondor #messi #vandijk #mohamedsalah #ronaldo #fifa #world #player #weltfussballer #ballon #dor #win https://t.co/JLWYKxEgPZ,olympstarapp,"[u'football', u'soccer', u'soccerskills', u'football', u'footballtime', u'footballseason', u'ballondor', u'messi', u'vandijk', u'mohamedsalah', u'ronaldo', u'fifa', u'world', u'player', u'weltfussballer', u'ballon', u'dor', u'win']",0
2019-12-02 15:40:46,Who should win the Ballon D'or 2019? #BallonDor2019 #BallonDor #VanDijk #MESSI #salah #Ronaldo,Messiah_Boxing,"[u'BallonDor2019', u'BallonDor', u'VanDijk', u'MESSI', u'salah', u'Ronaldo']",199
2019-12-02 15:36:56,The winner of Ballon D'or will be ______?🏆 #messi #vandijk #ronaldo #salah #alisson #ballondor https://t.co/vC3kIQ5Niy,betzestofficial,"[u'messi', u'vandijk', u'ronaldo', u'salah', u'alisson', u'ballondor']",881
2019-12-02 15:11:31,By the way - who do you think should/will win Fifa 2019 Ballon d'Or?  . .  . #BallonDor #ronaldo #cr7 #messi #vandijk #fifa #BallonDor2019 #football #motivation #motivationalquotes #ballondorwinner #winner #career https://t.co/egbkSOr7lb,olinterview,"[u'BallonDor', u'ronaldo', u'cr7', u'messi', u'vandijk', u'fifa', u'BallonDor2019', u'football', u'motivation', u'motivationalquotes', u'ballondorwinner', u'winner', u'career']",0
2019-12-02 15:07:18,Who should win tonight's Ballon d'Or? #BallonDor #BallonDor2019 #VanDijk #CR7 #SadioManeBallonDor #MessiBalonDeOro #MESSI #ronaldo #pl #premierleague #UEFA,f9footballmedia,"[u'BallonDor', u'BallonDor2019', u'VanDijk', u'CR7', u'SadioManeBallonDor', u'MessiBalonDeOro', u'MESSI', u'ronaldo', u'pl', u'premierleague', u'UEFA']",15
2019-12-02 14:08:32,Well few hours to go for the #ballondor ceremony #messi #vandijk #ronaldo #mane #football #Paris https://t.co/DjMDCehDib,maax_ahmad,"[u'ballondor', u'messi', u'vandijk', u'ronaldo', u'mane', u'football', u'Paris']",22
2019-12-02 14:00:30,💭  _________ should win the 2019 Ballon d’Or because _________   #VanDijk #Messi #Ronaldo #ballondor https://t.co/TjrSLR2iLo,FB_WHISPERS,"[u'VanDijk', u'Messi', u'Ronaldo', u'ballondor']",27568
2019-12-02 13:57:27,#BallonDor2019 night is here and the top 3 nominees for this prestigious awards are here.  #BallonDor2019 #BallonDor #Ronaldo #MESSI #VanDijk https://t.co/53SNeo3vbg,Addy7799,"[u'BallonDor2019', u'BallonDor2019', u'BallonDor', u'Ronaldo', u'MESSI', u'VanDijk']",1048
2019-12-02 13:52:49,⏰ Coming 🔜  🏆❓  #BallonDor2019 #BallondOr #MESSI #Ronaldo #mane #VanDijk #football #LaLiga #SerieA #EPL #UCL https://t.co/HLAIUplsER,Sportsbetio,"[u'BallonDor2019', u'BallondOr', u'MESSI', u'Ronaldo', u'mane', u'VanDijk', u'football', u'LaLiga', u'SerieA', u'EPL', u'UCL']",5949
2019-12-02 13:06:28,Who is going to win the Ballon d'Or tonight? 🏆 #BallonDor2019 #BallonDor #Messi #Ronaldo #VanDijk https://t.co/vLPtyPVgmf,Realmusaibrahim,"[u'BallonDor2019', u'BallonDor', u'Messi', u'Ronaldo', u'VanDijk']",2858
2019-12-02 13:04:27,50 goals per year + La Liga title is routine for #Messi #NationLeague is not a relevant trophy #Ronaldo #ChampionsLeague is the most impressive trophy win in 2019 #VanDijk is the best most influential player  in those 3 trophy wins #BallonDor @LFC @ESPNFC,MrShadykady,"[u'Messi', u'NationLeague', u'Ronaldo', u'ChampionsLeague', u'VanDijk', u'BallonDor']",114
2019-12-02 12:47:50,Online poll  Who do you think is gonna win the Ballon’dor 2019?    #BallonDor2019 #BallonDor #UCL #MESSI #Ronaldo #VanDijk,Ibrahim_Bello_,"[u'BallonDor2019', u'BallonDor', u'UCL', u'MESSI', u'Ronaldo', u'VanDijk']",5085
2019-12-02 12:41:58,"If #BallonDor2019 comes down to #MESSI and #VanDijk ,Give it to Messi,The two don't campare and Will never.The Only player that can challenge Messi is #Ronaldo . #BallonDor2019  #BallonDor  #MessiBallonDor2019  #Ronaldo  #mondaythoughts",taajir007,"[u'BallonDor2019', u'MESSI', u'VanDijk', u'Ronaldo', u'BallonDor2019', u'BallonDor', u'MessiBallonDor2019', u'Ronaldo', u'mondaythoughts']",536
2019-12-02 12:03:07,My #BallonDor2019 Top 5 not what I'd pick but what will happen because fifa is a joke and a scam #FIFA and everyone still Sucking  off Liverpool  #BallonDor #Messi #VanDijk #sadiomane  #Ronaldo #Salah 1 Messi 🇦🇷 2 Van Dijk  🇳🇱 3 Mo Salah  🇪🇬 4 Ronaldo 🇵🇹 5 Sadio Mane 🇸🇳,VanDammeBushell,"[u'BallonDor2019', u'FIFA', u'BallonDor', u'Messi', u'VanDijk', u'sadiomane', u'Ronaldo', u'Salah']",441
